Gene ID,Gene Name or Symbol,Product Description
CNAG_06336,N/A,"glucan 1,3-beta-glucosidase"
CNAG_06337,N/A,hypothetical protein
CNAG_06338,N/A,ABC transporter PMR5
CNAG_06339,N/A,hypothetical protein
CNAG_06340,N/A,pre-rRNA-processing protein TSR4
CNAG_06341,N/A,hypothetical protein
CNAG_06342,N/A,SUMO activating enzyme
CNAG_06343,N/A,hypothetical protein
CNAG_06344,N/A,hypothetical protein
CNAG_06345,N/A,mitochondrial distribution and morphology protein 10
CNAG_06346,N/A,Barwin-like protein 1
CNAG_06347,N/A,pr4/barwin domain protein
CNAG_06348,N/A,ABC transporter PMR5
CNAG_06349,N/A,hypothetical protein
CNAG_06350,N/A,hypothetical protein
CNAG_06351,N/A,protein transporter SEC61 subunit beta
CNAG_06352,N/A,CAP-Gly protein 1
CNAG_06353,N/A,tRNA pseudouridine(38-40) synthase
CNAG_06354,N/A,hypothetical protein
CNAG_06355,N/A,hypothetical protein
CNAG_06356,N/A,mitochondrial protein
CNAG_06357,N/A,hypothetical protein
CNAG_06358,N/A,hypothetical protein
CNAG_06359,N/A,scavenger mRNA-decapping enzyme DcpS
CNAG_06360,N/A,Alcohol dehydrogenase
CNAG_06361,N/A,26S proteasome regulatory subunit N6
CNAG_06362,N/A,hypothetical protein
CNAG_06363,N/A,Nucleolar protein
CNAG_06364,N/A,hypothetical protein
CNAG_06365,N/A,derlin-2/3
CNAG_06366,N/A,protein kinase
CNAG_06367,N/A,U3 small nucleolar RNA-associated protein 3
CNAG_06368,N/A,hypothetical protein
CNAG_06369,N/A,geranylgeranyl transferase type-2 subunit alpha
CNAG_06370,N/A,Branched-chain amino acid aminotransferase
CNAG_06371,N/A,Guanine deaminase
CNAG_06372,N/A,hypothetical protein
CNAG_06373,N/A,mitotic spindle assembly checkpoint protein MAD2B
CNAG_06374,N/A,malate dehydrogenase (oxaloacetate- decarboxylating)(NADP)
CNAG_06375,N/A,hypothetical protein
CNAG_06376,N/A,vacuolar membrane protein
CNAG_06377,N/A,"solute carrier family 25 (mitochondrial phosphate transporter), member 3"
CNAG_06378,N/A,hypothetical protein
CNAG_06379,N/A,N-acetyltransferase 10
CNAG_06380,N/A,transcription initiation factor TFIIA large subunit
CNAG_06381,N/A,hypothetical protein
CNAG_06382,N/A,beta-transducin repeat containing protein
CNAG_06383,N/A,cytoplasmic protein
CNAG_06384,N/A,DNA repair protein RAD50
CNAG_06385,N/A,GAF domain-containing protein
CNAG_06386,N/A,hypothetical protein
CNAG_06387,N/A,Cullin 1
CNAG_06388,N/A,hypothetical protein
CNAG_06389,N/A,hypothetical protein
CNAG_06390,N/A,hypothetical protein
CNAG_06391,N/A,hypothetical protein
CNAG_06392,N/A,SAGA-associated factor 29
CNAG_06393,N/A,transcription initiation factor TFIIH subunit 4
CNAG_06394,N/A,hypothetical protein
CNAG_06395,N/A,hypothetical protein
CNAG_06396,N/A,hypothetical protein
CNAG_06399,N/A,SH3 domain-containing protein
CNAG_06400,N/A,plasma-membrane proton-efflux P-type ATPase
CNAG_06401,N/A,RIC8 guanine nucleotide exchange factor
CNAG_06402,N/A,26S proteasome complex subunit DSS1
CNAG_06403,N/A,hypothetical protein
CNAG_06404,N/A,hypothetical protein
CNAG_06405,N/A,hypothetical protein
CNAG_06406,N/A,hypothetical protein
CNAG_06407,N/A,cytochrome c oxidase subunit 7c
CNAG_06408,N/A,sister chromatid cohesion protein Dcc1
CNAG_06409,N/A,hypothetical protein
CNAG_06410,N/A,"ATP-dependent Clp endopeptidase, proteolytic subunit ClpP"
CNAG_06411,N/A,mutanase
CNAG_06412,N/A,rRNA-processing protein EFG1
CNAG_06413,N/A,hypothetical protein
CNAG_06414,N/A,"cytochrome c oxidase-assembly factor COX23, mitochondrial"
CNAG_06415,N/A,Cu2 -exporting ATPase
CNAG_06416,N/A,dipeptidyl aminopeptidase
CNAG_06417,N/A,AP-2 complex subunit sigma
CNAG_06418,N/A,PP2Cc protein phosphatase
CNAG_06419,N/A,hypothetical protein
CNAG_06420,N/A,"solute carrier family 25 (mitochondrial citrate transporter), member 1"
CNAG_06421,N/A,"acetolactate synthase, small subunit"
CNAG_06422,N/A,hypothetical protein
CNAG_06423,N/A,hypothetical protein
CNAG_06424,N/A,claudin family protein
CNAG_06425,N/A,fungal specific transcription factor
CNAG_06426,N/A,U6 snRNA-associated Sm-like protein LSm6
CNAG_06427,N/A,hypothetical protein
CNAG_06428,N/A,ubiquitin thioesterase OTU1
CNAG_06431,N/A,acyl-CoA oxidase
CNAG_06432,N/A,Acetate kinase
CNAG_06433,N/A,AMP-binding protein
CNAG_06434,N/A,regulatory subunit for Cdc7 protein kinase
CNAG_06435,N/A,hypothetical protein
CNAG_06436,N/A,hypothetical protein
CNAG_06437,N/A,hypothetical protein
CNAG_06438,N/A,hypothetical protein
CNAG_06439,N/A,"d-arabinono-1,4-lactone oxidase"
CNAG_06440,N/A,DNA dependent ATPase
CNAG_06441,N/A,isoleucine-tRNA ligase
CNAG_06443,N/A,glucose-regulated protein
CNAG_06444,N/A,signal peptidase
CNAG_06445,N/A,CMGC/CDK/CDK7 protein kinase
CNAG_06446,N/A,mitochondrial splicing suppressor
CNAG_06447,N/A,"Large subunit ribosomal protein L17, putative"
CNAG_06448,N/A,Cystathionine gamma-lyase
CNAG_06449,N/A,hypothetical protein
CNAG_06450,N/A,hypothetical protein
CNAG_06451,N/A,hypothetical protein
CNAG_06452,N/A,Integral membrane protein
CNAG_06453,N/A,benzodiazapine receptor
CNAG_06454,N/A,atypical/RIO/RIO1 protein kinase
CNAG_06455,N/A,hypothetical protein
CNAG_06456,N/A,hypothetical protein
CNAG_06459,N/A,vacuolar membrane protein
CNAG_06460,N/A,hypothetical protein
CNAG_06463,N/A,hypothetical protein
CNAG_06464,N/A,virulence related protein of unknown function
CNAG_06465,N/A,Lipid flippase subunit CDC50
CNAG_06466,N/A,jumonji domain containing 5
CNAG_06467,N/A,hypothetical protein
CNAG_06468,N/A,nucleolar GTP-binding protein
CNAG_06469,N/A,Phospholipid-translocating ATPase APT1
CNAG_06470,N/A,hypothetical protein
CNAG_06471,N/A,small subunit ribosomal protein S12
CNAG_06472,N/A,nucleolar protein 4
CNAG_06473,N/A,hypothetical protein
CNAG_06474,N/A,RNA-binding protein Musashi
CNAG_06475,N/A,hypothetical protein
CNAG_06482,N/A,Amidase
CNAG_06483,N/A,hypothetical protein
CNAG_06484,N/A,hypothetical protein
CNAG_06485,N/A,hexose transporter protein
CNAG_06486,N/A,hypothetical protein
CNAG_06487,N/A,Chitin synthase
CNAG_06489,N/A,Adenosine kinase
CNAG_06490,N/A,CAMK/CAMKL protein kinase
CNAG_06491,N/A,hypothetical protein
CNAG_06492,N/A,cytoplasmic protein
CNAG_06493,N/A,hypothetical protein
CNAG_06494,N/A,cold-induced thioredoxin domain-containing protein
CNAG_06495,N/A,RNA exonuclease 1
CNAG_06497,N/A,microsomal epoxide hydrolase
CNAG_06498,N/A,hypothetical protein
CNAG_06499,N/A,hypothetical protein
CNAG_06500,N/A,arginine metabolism transcriptional control protein
CNAG_06501,N/A,"1,3-beta-glucanosyltransferase"
CNAG_06502,N/A,"solute carrier family 25 (mitochondrial carnitine/acylcarnitine transporter), member 20/29"
CNAG_06503,N/A,uridine permease
CNAG_06504,N/A,hypothetical protein
CNAG_06505,N/A,hypothetical protein
CNAG_06506,N/A,hypothetical protein
CNAG_06507,N/A,hypothetical protein
CNAG_06508,N/A,"1,3-beta-glucan synthase component FKS1"
CNAG_06509,N/A,hypothetical protein
CNAG_06510,N/A,anaphase-promoting complex subunit 2
CNAG_06511,N/A,hypothetical protein
CNAG_06512,N/A,pirin
CNAG_06515,N/A,hypothetical protein
CNAG_06516,N/A,hypothetical protein
CNAG_06517,N/A,cytoplasmic protein
CNAG_06518,N/A,hypothetical protein
CNAG_06519,N/A,autophagy protein 5
CNAG_06520,N/A,hypothetical protein
CNAG_06521,N/A,hypothetical protein
CNAG_06522,N/A,hypothetical protein
CNAG_06523,N/A,hypothetical protein
CNAG_06524,N/A,hypothetical protein
CNAG_06525,N/A,nuclear protein
CNAG_06526,N/A,hypothetical protein
CNAG_06527,N/A,"MFS transporter, SP family, general alpha glucoside:H symporter"
CNAG_06529,N/A,hypothetical protein
CNAG_06530,N/A,hypothetical protein
CNAG_06531,N/A,hypothetical protein
CNAG_06532,N/A,hypothetical protein
CNAG_06533,N/A,ATP-dependent permease
CNAG_06534,N/A,hydroxymethylglutaryl-CoA reductase (NADPH)
CNAG_06535,N/A,ribosome biogenesis protein UTP30
CNAG_06536,N/A,monocarboxylic acid transporter
CNAG_06537,N/A,monocarboxylic acid transporter
CNAG_06538,N/A,monocarboxylic acid transporter
CNAG_06539,N/A,monocarboxylic acid transporter
CNAG_06540,N/A,Dihydroxy-acid dehydratase
CNAG_06541,N/A,hypothetical protein
CNAG_06542,N/A,hypothetical protein
CNAG_06543,N/A,ethanolaminephosphotransferase
CNAG_06544,N/A,non-histone chromosomal protein 6
CNAG_06545,N/A,pim1 protein RNA transporter 2
CNAG_06546,N/A,hypothetical protein
CNAG_06548,N/A,endoplasmic reticulum protein
CNAG_06549,N/A,mRNA-capping enzyme subunit beta
CNAG_06550,N/A,nucleoporin family protein
CNAG_06551,N/A,Carnitine O-acetyltransferase
CNAG_06552,N/A,CAMK/CAMKL/AMPK protein kinase
CNAG_06553,N/A,hypothetical protein
CNAG_06554,N/A,FAD dependent oxidoreductase
CNAG_06555,N/A,aromatic amino acid aminotransferase I
CNAG_06556,N/A,oxidoreductase
CNAG_06557,N/A,membrane protein
CNAG_06558,N/A,NADPH-ferrihemoprotein reductase
CNAG_06559,N/A,cysteine and glycine-rich protein
CNAG_06560,N/A,esterase
CNAG_06561,N/A,allantoate transporter
CNAG_06562,N/A,hypothetical protein
CNAG_06563,N/A,translation initiation factor 3 subunit F
CNAG_06564,N/A,clathrin-coated vesicle protein
CNAG_06565,N/A,hypothetical protein
CNAG_06566,N/A,hypothetical protein
CNAG_06567,N/A,hypothetical protein
CNAG_06568,N/A,RAN protein kinase
CNAG_06569,N/A,membrane transporter
CNAG_06570,N/A,hypothetical protein
CNAG_06573,N/A,hypothetical protein
CNAG_06574,N/A,antiphagocytic protein 1
CNAG_06576,N/A,cAMP-regulated gene 1
CNAG_06577,N/A,hypothetical protein
CNAG_06578,N/A,hypothetical protein
CNAG_06583,N/A,hypothetical protein
CNAG_06584,N/A,hypothetical protein
CNAG_06585,N/A,pre-mRNA-splicing helicase BRR2
CNAG_06587,N/A,cytoplasmic protein
CNAG_06588,N/A,hypothetical protein
CNAG_06589,N/A,endoribonuclease L-PSP
CNAG_06590,N/A,hypothetical protein
CNAG_06591,N/A,"histone deacetylase complex subunit, putative"
CNAG_06592,N/A,ubiquitin-conjugating enzyme E2 G1
CNAG_06593,N/A,rhamnogalacturonan lyase
CNAG_06594,N/A,oxysterol binding protein
CNAG_06595,N/A,hypothetical protein
CNAG_06596,N/A,hypothetical protein
CNAG_06597,N/A,transcriptional activator SPT8
CNAG_06598,N/A,hypothetical protein
CNAG_06599,N/A,hypothetical protein
CNAG_06600,N/A,vesicle-fusing ATPase
CNAG_06601,N/A,amidohydrolase
CNAG_06602,N/A,cysteine-type peptidase
CNAG_06603,N/A,di- and tripeptidase
CNAG_06604,N/A,hypothetical protein
CNAG_06605,N/A,small subunit ribosomal protein S2
CNAG_06606,N/A,rho family GTPase
CNAG_06607,N/A,DNA polymerase alpha subunit A
CNAG_06608,N/A,hypothetical protein
CNAG_06609,N/A,hypothetical protein
CNAG_06610,N/A,MFS transporter
CNAG_06611,N/A,DNA-directed RNA polymerase I subunit RPA2
CNAG_06612,N/A,hypothetical protein
CNAG_06613,N/A,endoplasmic reticulum protein
CNAG_06614,N/A,glycerophosphodiesterase
CNAG_06616,N/A,hypothetical protein
CNAG_06617,N/A,hypothetical protein
CNAG_06620,N/A,mitochondrial Rho GTPase 1
CNAG_06621,N/A,biotin synthase
CNAG_06622,N/A,hypothetical protein
CNAG_06623,N/A,inositol oxygenase
CNAG_06624,N/A,hypothetical protein
CNAG_06625,N/A,UBX domain-containing protein 1
CNAG_06626,N/A,pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15/PRP43
CNAG_06627,N/A,pre-mRNA-processing factor 40
CNAG_06628,N/A,aldehyde dehydrogenase (NAD)
CNAG_06629,N/A,hypothetical protein
CNAG_06630,N/A,import inner membrane translocase subunit tim44
CNAG_06631,N/A,myosin heavy chain
CNAG_06632,N/A,Atypical/ABC1 protein kinase
CNAG_06633,N/A,small subunit ribosomal protein S15
CNAG_06634,N/A,DNA polymerase epsilon subunit B
CNAG_06635,N/A,CCR4-NOT transcription complex subunit 3
CNAG_06636,N/A,hypothetical protein
CNAG_06637,N/A,ubiquitin carboxyl-terminal hydrolase 22/27/51
CNAG_06638,N/A,malate dehydrogenase (oxaloacetate- decarboxylating)
CNAG_06639,N/A,E3 ubiquitin-protein ligase MARCH6
CNAG_06640,N/A,cathepsin A (carboxypeptidase C)
CNAG_06641,N/A,DNA-directed RNA polymerase III subunit RPC6
CNAG_06642,N/A,Atypical/PIKK/FRAP protein kinase
CNAG_06643,N/A,ribonuclease III
CNAG_06644,N/A,C-22 sterol desaturase
CNAG_06645,N/A,methylenetetrahydrofolate dehydrogenase (NAD)
CNAG_06646,N/A,protein yop1
CNAG_06647,N/A,hypothetical protein
CNAG_06648,N/A,RNA polymerase-associated protein RTF1
CNAG_06649,N/A,"Haloacid dehalogenase, type II"
CNAG_06650,N/A,hypothetical protein
CNAG_06651,N/A,amidohydrolase
CNAG_06652,N/A,allantoate permease
CNAG_06653,N/A,hypothetical protein
CNAG_06654,N/A,hypothetical protein
CNAG_06655,N/A,GPI-anchor transamidase
CNAG_06656,N/A,Diphthine synthase
CNAG_06657,N/A,hypothetical protein
CNAG_06658,N/A,rhomboid family membrane protein
CNAG_06659,N/A,beta-hexosaminidase
CNAG_06660,N/A,hypothetical protein
CNAG_06661,N/A,hypothetical protein
CNAG_06662,N/A,hypothetical protein
CNAG_06663,N/A,ubiquinol-cytochrome c reductase subunit 6
CNAG_06664,N/A,sorting nexin Mvp1
CNAG_06665,N/A,hypothetical protein
CNAG_06666,N/A,starch phosphorylase
CNAG_06667,N/A,hypothetical protein
CNAG_06668,N/A,mitochondrial protein
CNAG_06669,N/A,hypothetical protein
CNAG_06670,N/A,HIV Tat-specific factor 1
CNAG_06671,N/A,TKL protein kinase
CNAG_06672,N/A,formate dehydrogenase
CNAG_06673,N/A,hypothetical protein
CNAG_06674,N/A,hypothetical protein
CNAG_06675,N/A,hypothetical protein
CNAG_06676,N/A,hypothetical protein
CNAG_06677,N/A,hypothetical protein
CNAG_06678,N/A,putative chitin synthase regulator
CNAG_06679,N/A,anthranilate synthase component I
CNAG_06680,N/A,COP9 signalosome complex subunit 6
CNAG_06681,N/A,hypothetical protein
CNAG_06683,N/A,hypothetical protein
CNAG_06684,N/A,pre-rRNA-processing protein IPI3
CNAG_06685,N/A,U2-associated protein SR140
CNAG_06686,N/A,hypothetical protein
CNAG_06687,N/A,hypothetical protein
CNAG_06688,N/A,mitofusin
CNAG_06689,N/A,cytoplasmic protein
CNAG_06690,N/A,hypothetical protein
CNAG_06691,N/A,tuftelin-interacting protein 11
CNAG_06692,N/A,glucosamine-phosphate N-acetyltransferase
CNAG_06693,N/A,hypothetical protein
CNAG_06694,N/A,hydroxyisourate hydrolase
CNAG_06695,N/A,Macrophage activating regulator of cell wall-1
CNAG_06696,N/A,protein phosphatase PP2A regulatory subunit B
CNAG_06697,N/A,TTK protein kinase
CNAG_06698,N/A,phosphatase
CNAG_06699,N/A,glyceraldehyde-3-phosphate dehydrogenase
CNAG_06703,N/A,hypothetical protein
CNAG_06704,N/A,hypothetical protein
CNAG_06705,N/A,hypothetical protein
CNAG_06706,N/A,"proline-, glutamic acid- and leucine-rich protein 1"
CNAG_06707,N/A,hypothetical protein
CNAG_06708,N/A,dCMP deaminase
CNAG_06709,N/A,hypothetical protein
CNAG_06710,N/A,hypothetical protein
CNAG_06711,N/A,signal recognition particle receptor subunit beta
CNAG_06712,N/A,hypothetical protein
CNAG_06713,N/A,cysteine-tRNA ligase
CNAG_06714,N/A,endoplasmic reticulum vesicle protein 25
CNAG_06715,N/A,hypothetical protein
CNAG_06716,N/A,hypothetical protein
CNAG_06717,N/A,Acyl-CoA-dependent ceramide synthase
CNAG_06718,N/A,hypothetical protein
CNAG_06719,N/A,hypothetical protein
CNAG_06722,N/A,hypothetical protein
CNAG_06723,N/A,succinate dehydrogenase (ubiquinone) membrane anchor subunit
CNAG_06724,N/A,DNA repair and recombination protein RAD52
CNAG_06725,N/A,DNA polymerase delta subunit 2
CNAG_06726,N/A,chitin synthase regulator 3
CNAG_06727,N/A,hypothetical protein
CNAG_06728,N/A,kinesin
CNAG_06729,N/A,hypothetical protein
CNAG_06730,N/A,CMGC/GSK protein kinase
CNAG_06731,N/A,hypothetical protein
CNAG_06732,N/A,hypothetical protein
CNAG_06733,N/A,"19S proteasome regulatory particle base assembly chaperone, putative"
CNAG_06734,N/A,"DNA-directed RNA polymerase I, II, and III subunit rpabc5"
CNAG_06737,N/A,vacuolar protein sorting-associated protein
CNAG_06738,N/A,hypothetical protein
CNAG_06739,N/A,dethiobiotin synthase
CNAG_06740,N/A,septation protein imp2
CNAG_06741,N/A,ATP-dependent RNA helicase DBP10
CNAG_06742,N/A,pre-60S factor REI1
CNAG_06743,N/A,hypothetical protein
CNAG_06744,N/A,chromatin structure-remodeling complex subunit RSC9
CNAG_06745,N/A,Histone H3
CNAG_06746,N/A,Histone H2B
CNAG_06747,N/A,Histone H2A
CNAG_06748,N/A,U3 small nucleolar RNA-associated protein 7
CNAG_06749,N/A,hypothetical protein
CNAG_06750,N/A,hypothetical protein
CNAG_06751,N/A,hypothetical protein
CNAG_06752,N/A,hypothetical protein
CNAG_06753,N/A,nuclear cap-binding protein subunit 1
CNAG_06754,N/A,RNA polymerase-associated protein CTR9
CNAG_06755,N/A,threonine-tRNA ligase
CNAG_06756,N/A,pre-rRNA-processing protein ESF2
CNAG_06757,N/A,hypothetical protein
CNAG_06758,N/A,efflux protein
CNAG_06759,N/A,dehydrogenase
CNAG_06760,N/A,hypothetical protein
CNAG_06761,N/A,siderophore-iron transporter Str1
CNAG_06762,N/A,"GATA transcription factor, capsule-independent antiphagocytic protein"
CNAG_06763,N/A,serine-tRNA ligase
CNAG_06764,N/A,Short-chain dehydrogenase
CNAG_06765,N/A,Low mating performance protein
CNAG_06766,N/A,U3 small nucleolar RNA-associated protein 14
CNAG_06767,N/A,F-type H -transporting ATPase subunit delta
CNAG_06769,N/A,DNA polymerase gamma 1
CNAG_06770,N/A,fructose-bisphosphate aldolase 1
CNAG_06771,N/A,hypothetical protein
CNAG_06772,N/A,nucleoporin SEH1
CNAG_06773,N/A,protein transporter SEC24
CNAG_06774,N/A,tRNA (guanine-N(7)-)-methyltransferase
CNAG_06775,N/A,hypothetical protein
CNAG_06776,N/A,membrane protein
CNAG_06777,N/A,fructosyl amino acid oxidase
CNAG_06778,N/A,serine-threonine kinase receptor-associated protein
CNAG_06779,N/A,small nuclear ribonucleoprotein D1
CNAG_06780,N/A,hypothetical protein
CNAG_06781,N/A,hypothetical protein
CNAG_06782,N/A,"putative alpha-1,2-mannosyltransferase"
CNAG_06783,N/A,enoyl reductase
CNAG_06784,N/A,hypothetical protein
CNAG_06785,N/A,kynurenine 3-monooxygenase
CNAG_06786,N/A,hypothetical protein
CNAG_06787,N/A,metacaspase
CNAG_06790,N/A,hypothetical protein
CNAG_06791,N/A,hypothetical protein
CNAG_06792,N/A,hypothetical protein
CNAG_06793,N/A,exonuclease 1
CNAG_06794,N/A,hypothetical protein
CNAG_06795,N/A,hypothetical protein
CNAG_06796,N/A,serine/arginine repetitive matrix protein 1
CNAG_06797,N/A,lysine-specific demethylase 3
CNAG_06798,N/A,U3 small nucleolar RNA-associated protein 18
CNAG_06799,N/A,uroporphyrinogen decarboxylase
CNAG_06800,N/A,hypothetical protein
CNAG_06801,N/A,hypothetical protein
CNAG_06802,N/A,hypothetical protein
CNAG_06804,N/A,BTP/PZ domain-containing protein
CNAG_06805,N/A,hypothetical protein
CNAG_06806,N/A,electron transfer flavoprotein alpha subunit
CNAG_06807,N/A,hypothetical protein
CNAG_06808,N/A,pheromone a factor receptor
CNAG_06809,N/A,IKS protein kinase
CNAG_06810,N/A,hypothetical protein
CNAG_06811,N/A,large subunit ribosomal protein L22e
CNAG_06812,N/A,Phospholipase D
CNAG_06813,N/A,"O-glucosyltransferase, putative"
CNAG_06814,N/A,Alpha cell-type homeodomain transcription factor
CNAG_06815,N/A,putative fatty alcohol oxidase
CNAG_06816,N/A,hypothetical protein
CNAG_06817,N/A,uric acid xanthine permease
CNAG_06818,N/A,hypothetical protein
CNAG_06819,N/A,DNA helicase INO80
CNAG_06820,N/A,hypothetical protein
CNAG_06821,N/A,ferric reductase transmembrane component 4
CNAG_06822,N/A,hypothetical protein
CNAG_06823,N/A,hypothetical protein
CNAG_06824,N/A,hypothetical protein
CNAG_06825,N/A,hypothetical protein
CNAG_06826,N/A,hypothetical protein
CNAG_06827,N/A,hypothetical protein
CNAG_06828,N/A,solute carrier family 36 (proton-coupled amino acid transporter)
CNAG_06829,N/A,Squalene monooxygenase
CNAG_06830,N/A,Histidinol dehydrogenase
CNAG_06831,N/A,hypothetical protein
CNAG_06832,N/A,glucosidase
CNAG_06833,N/A,hypothetical protein
CNAG_06834,N/A,dolichyl-phosphate-mannose-protein mannosyltransferase
CNAG_06835,N/A,glucosidase
CNAG_06836,N/A,oxidoreductase
CNAG_06837,N/A,PH domain-containing protein
CNAG_06838,N/A,mitochondrial RNA helicase
CNAG_06839,N/A,Methylene-fatty-acyl-phospholipid synthase
CNAG_06840,N/A,elongation factor 2
CNAG_06843,N/A,hypothetical protein
CNAG_06844,N/A,hypothetical protein
CNAG_06845,N/A,STE/STE11/CDC15 protein kinase
CNAG_06846,N/A,hypothetical protein
CNAG_06847,N/A,small subunit ribosomal protein S28
CNAG_06848,N/A,"ATP synthase subunit 9, mitochondrial"
CNAG_06849,N/A,"saccharopine dehydrogenase (NAD, L-lysine forming)"
CNAG_06852,N/A,transcriptional coactivator HFI1/ADA1
CNAG_06853,N/A,hypothetical protein
CNAG_06854,N/A,hypothetical protein
CNAG_06860,N/A,nuclear protein
CNAG_06861,N/A,putative TFIID and saga complex component
CNAG_06862,N/A,vacuolar protein
CNAG_06863,N/A,hypothetical protein
CNAG_06864,N/A,"hypothetical protein, variant"
CNAG_06865,N/A,translation machinery-associated protein 16
CNAG_06866,N/A,hypothetical protein
CNAG_06867,N/A,hypothetical protein
CNAG_06868,N/A,Phosphopyruvate hydratase
CNAG_06869,N/A,HPP family protein
CNAG_06870,N/A,hypothetical protein
CNAG_06871,N/A,hypothetical protein
CNAG_06872,N/A,5-oxoprolinase
CNAG_06873,N/A,5-oxoprolinase
CNAG_06874,N/A,HpcH/HpaI aldolase/citrate lyase
CNAG_06875,N/A,allantoate permease
CNAG_06876,N/A,Alpha-ketoglutarate-dependent taurine dioxygenase
CNAG_06877,N/A,hypothetical protein
CNAG_06879,N/A,hypothetical protein
CNAG_06880,N/A,mitochondrial protein
CNAG_06881,N/A,SBDS family rRNA metabolism protein
CNAG_06882,N/A,hypothetical protein
CNAG_06884,N/A,hypothetical protein
CNAG_06887,N/A,hypothetical protein
CNAG_06888,N/A,cytoplasmic protein
CNAG_06889,N/A,sodium-hydrogen antiporter
CNAG_06890,N/A,membrane transporter
CNAG_06891,N/A,hypothetical protein
CNAG_06892,N/A,preconditioning-inducible protein
CNAG_06893,N/A,hypothetical protein
CNAG_06894,N/A,hypothetical protein
CNAG_06895,N/A,hypothetical protein
CNAG_06896,N/A,cytoplasmic protein
CNAG_06897,N/A,hypothetical protein
CNAG_06898,N/A,chitin synthase export chaperone
CNAG_06899,N/A,26S proteasome regulatory subunit N7
CNAG_06900,N/A,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
CNAG_06901,N/A,UDP-N-acetylglucosamine-dolichyl-phosphate N- acetylglucosaminephosphotransferase
CNAG_06902,N/A,hypothetical protein
CNAG_06903,N/A,mRNA-decapping enzyme subunit 2
CNAG_06904,N/A,hypothetical protein
CNAG_06905,N/A,cytoplasmic protein
CNAG_06906,N/A,Translation initiation factor 4B
CNAG_06907,N/A,hypothetical protein
CNAG_06908,N/A,pyridoxal biosynthesis lyase pdxS
CNAG_06909,N/A,ABC transporter family protein
CNAG_06910,N/A,beta-lactamase
CNAG_06911,N/A,hypothetical protein
CNAG_06912,N/A,hypothetical protein
CNAG_06913,N/A,L-serine ammonia-lyase
CNAG_06914,N/A,tubulin gamma chain
CNAG_06915,N/A,hypothetical protein
CNAG_06916,N/A,hypothetical protein
CNAG_06917,N/A,thiol-specific antioxidant protein 3
CNAG_06918,N/A,hypothetical protein
CNAG_06919,N/A,rRNA 2'-O-methyltransferase fibrillarin
CNAG_06920,N/A,ubiquitin carboxyl-terminal hydrolase 10
CNAG_06921,N/A,hypothetical protein
CNAG_06922,N/A,anon-23da protein
CNAG_06923,N/A,xylulose 5-phosphate/fructose 6-phosphate phosphoketolase
CNAG_06924,N/A,beta-fructofuranosidase
CNAG_06925,N/A,arsenical-resistance protein
CNAG_06926,N/A,hypothetical protein
CNAG_06927,N/A,peptidyl-prolyl isomerase G (cyclophilin G)
CNAG_06928,N/A,hypothetical protein
CNAG_06929,N/A,IQ domain-containing GTPase activating protein
CNAG_06930,N/A,hypothetical protein
CNAG_06931,N/A,Beta-glucosidase
CNAG_06932,N/A,Sugar transporter
CNAG_06934,N/A,hexose transporter protein
CNAG_06935,N/A,isochorismatase hydrolase
CNAG_06936,N/A,Beta-glucosidase
CNAG_06938,N/A,hypothetical protein
CNAG_06939,N/A,hypothetical protein
CNAG_06942,N/A,nicotinamide mononucleotide permease
CNAG_06943,N/A,hypothetical protein
CNAG_06944,N/A,hypothetical protein
CNAG_06946,N/A,hypothetical protein
CNAG_06947,N/A,hypothetical protein
CNAG_06948,N/A,essential nuclear protein 1
CNAG_06949,N/A,hypothetical protein
CNAG_06953,N/A,hypothetical protein
CNAG_06954,N/A,hypothetical protein
CNAG_06955,N/A,hypothetical protein
CNAG_06956,N/A,hypothetical protein
CNAG_06957,N/A,hypothetical protein
CNAG_06958,N/A,hypothetical protein
CNAG_06962,N/A,"DNA ligase D, 3'-phosphoesterase domain- containing protein"
CNAG_06963,N/A,Sugar transporter
CNAG_06966,N/A,alkaline phosphatase D
CNAG_06967,N/A,Phytase
CNAG_06968,N/A,hypothetical protein
CNAG_06969,N/A,magnesium-dependent phosphatase-1
CNAG_06971,N/A,myosin class v heavy chain
CNAG_06973,N/A,hypothetical protein
CNAG_06976,N/A,ferric-chelate reductase
CNAG_06977,N/A,L-iditol 2-dehydrogenase
CNAG_06978,N/A,cytoplasmic protein
CNAG_06980,N/A,STE/STE11 protein kinase
CNAG_06983,N/A,hypothetical protein
CNAG_06984,N/A,hypothetical protein
CNAG_06985,N/A,Beta-glucosidase
CNAG_06986,N/A,Sugar transporter
CNAG_06993,N/A,hypothetical protein
CNAG_06994,N/A,hypothetical protein
CNAG_06997,N/A,tRNA-dihydrouridine synthase 3
CNAG_06998,N/A,protein transporter SEC61 subunit alpha
CNAG_06999,N/A,hypothetical protein
CNAG_07000,N/A,hypothetical protein
CNAG_07002,N/A,hypothetical protein
CNAG_07004,N/A,dihydrolipoyl dehydrogenase
CNAG_07005,N/A,Armadillo/beta-catenin repeat protein
CNAG_07008,N/A,hypothetical protein
CNAG_07009,N/A,hypothetical protein
CNAG_07011,N/A,hypothetical protein
CNAG_07015,N/A,"hypothetical protein, variant"
